Quarter,JN5P,YBTO,YBVH,YCAS,JN5Y,AGNR,AGOS,AGPT,JN69,AGNH,AGOJ,AGPK,YBUA,YBVK,LWEX,AIWY,AIYA,AIZB,AIWG,AIXR,AIYS,JN5Q,YBTR,YBVN,YCAV,JN5Z,AGNS,AGOT,AGPU,JN6A,AGNI,AGOK,AGPL,YBUD,YBVQ,LWFA,AIXA,AIYB,AIZC,AIWH,AIXS,AIYT,JN5R,MGUQ,MGVF,MGVU,JN62,AGNT,AGOU,AGPV,JN6B,AGNJ,AGOL,AGPM,AIVZ,MGWY,AIYL,AIXB,AIYC,AIZD,AIWI,AIXT,AIYU
Oct-Dec 1997,1457788.0,721429.9801136535,165787.7264384012,570570.2934479453,1019349.1328791771,421032.1914452764,85862.86553246956,512454.07590143115,438438.867120823,300397.7886683772,79924.86090593165,58116.21754651415,49.487990031036986,18.68625087327133,39.13945604216424,41.30402213185393,16.938982606066165,50.27267492286885,68.51531905486719,21.01501475007883,13.255261315712396,4817845.0,3214075.440493841,440833.6355533216,1162935.9239528368,1203106.656150661,457379.1353087998,61068.405265587644,684659.1155762735,3614738.3438493386,2756696.3051850414,379765.23028773395,478276.8083765632,66.71188966215894,12.061411826695553,24.138093358188918,38.016507761014644,11.779090551366107,56.907599345085494,76.26267914732198,12.108078673774965,13.231298171010788,6275633.0,3935505.420607495,606621.3619917228,1733506.217400782,2222455.789029838,878411.3267540762,146931.2707980572,1197113.1914777048,4053177.2109701615,3057094.0938534182,459690.09119366563,536393.0259230772,62.71089180338454,13.355447591548417,27.622810597764115,39.524355494042304,14.329968456283362,53.86443219193471,75.42463442208286,13.071319336233625,13.233890303915114
Nov-Jan 1998,1456338.0,707125.0276829993,169445.2476885647,579767.724628436,1024133.344990124,413223.7387252566,90060.44959214507,520849.1566727223,432204.655009876,293901.2889577427,79384.79809641963,58918.56795571369,48.55500767562195,19.33048067557842,39.8099702561106,40.348626548161214,17.894551762740356,50.85755280019176,68.00049132997583,21.266476530881587,13.632099347557325,4814892.0,3203973.332607395,433315.49075411377,1177603.1766384903,1198626.624150048,447900.2660436263,55511.582558117734,695214.775548304,3616265.3758499515,2756073.066563769,377803.908195996,482388.4010901864,66.54299478799098,11.913144976858128,24.457520057324032,37.36778885261576,11.027071117277913,58.00094554392901,76.2132415659897,12.055479881272541,13.339408227937582,6271230.0,3911098.3602903946,602760.7384426785,1757370.9012669264,2222759.969140172,861124.0047688829,145572.0321502628,1216063.9322210262,4048470.030859827,3049974.3555215113,457188.7062924156,541306.9690459,62.36572985348001,13.353556796043065,28.022746754096506,38.741205380893675,14.460376003442502,54.70963797730418,75.33646864797831,13.0358554260079,13.370655208504424
Dec-Feb 1998,1454894.0,702693.5415725455,174636.26370120613,577564.1947262485,1019421.298958827,417457.19949509035,87536.01656479744,514428.08289893926,435472.70104117325,285236.3420774552,87100.24713640873,63136.1118273093,48.29860742930725,19.905429252653136,39.69802574800972,40.950409798329204,17.334097524671783,50.4627560189633,65.50039563800043,23.392878825126648,14.498293848582694,4811936.0,3194608.202288234,433438.2093470122,1183889.5883647539,1194663.656526251,445472.4781587497,56150.0325462117,693041.1458212896,3617272.3434737492,2749135.7241294845,377288.1768008005,490848.4425434642,66.38924961363232,11.946876091688457,24.603186500501124,37.28852683558313,11.19368276900105,58.01140279402658,76.00024170393061,12.067723020174466,13.569573864933027,6266830.0,3897301.7438607793,608074.4730482183,1761453.7830910024,2214084.955485078,862929.67765384,143686.04911100914,1207469.228720229,4052745.0445149224,3034372.0662069395,464388.42393720924,553984.5543707735,62.18936438136633,13.496641429545253,28.10757245834022,38.9745513385137,14.27417089665389,54.53581289773444,74.87201965279627,13.27294123862924,13.669366029342234
Jan-Mar 1998,1453524.0,702457.3355644785,173789.72190134157,577276.9425341797,1021667.6653141959,420712.4924803971,86628.5477818832,514326.62505191553,431856.33468580403,281744.8430840815,87161.17411945837,62950.31748226419,48.32788007383975,19.833415749658094,39.71568013560008,41.17899653318424,17.075012842859863,50.34187167837434,65.24040993611088,23.626932078846565,14.576680350900384,4809092.0,3196311.5351548837,428353.3473021054,1184427.1175430112,1208128.63535392,455973.8777543929,56029.836617744615,696124.9209817825,3600963.3646460804,2740337.6574004907,372323.51068436075,488302.1965612288,66.46392988852956,11.817736568566442,24.628913681481063,37.742162913042435,10.943248075153743,57.62009943401875,76.10012599141854,11.961581764887146,13.560321145039516,6262616.0,3898768.870719362,602143.0692034469,1761704.0600771909,2229796.3006681157,876686.37023479,142658.3843996278,1210451.546033698,4032819.6993318843,3022082.500484572,459484.68480381917,551252.514043493,62.25463721102111,13.378245947504,28.13048189569967,39.3168815452832,13.995106537904482,54.28529707718186,74.93720835040654,13.197639463785285,13.669158433609589
Feb-Apr 1998,1452062.0,699104.9000124063,170805.56576639903,582151.5342211946,1026927.731301434,420867.4385867906,87289.56189497747,518770.73081966594,425134.2686985659,278237.4614256157,83516.00387142156,63380.803401528625,48.14566457991506,19.634844330040536,40.09136897881733,40.983160329444196,17.177675760094008,50.516771045049445,65.44696156284101,23.086441978612754,14.908420249337198,4805995.0,3189108.535859531,432938.5119856463,1183947.9521548222,1212283.388162859,463445.8108862337,64037.029735801596,684800.5475408237,3593711.6118371403,2725662.724973297,368901.4822498447,499147.40461399837,66.35688418026923,11.952868261145568,24.634814479724223,38.22916451808824,12.14011619037423,56.48848728172353,75.8453381733631,11.920950982008305,13.889467451141114,6258056.999999999,3888213.4358719373,603744.0777520454,1766099.4863760166,2239211.119464293,884313.2494730244,151326.59163077906,1203571.2783604898,4018845.8805357064,3003900.186398913,452417.48612126627,562528.208015527,62.131320246394964,13.440556281329602,28.221211254164295,39.49217837416718,14.611893597053246,53.74979017826739,74.7453442031098,13.0895805590516,13.99725753953378
Mar-May 1998,1450691.0,692003.3341881055,160041.5469679713,598646.1188439231,1028810.3771660839,416158.56438512076,82209.13936554696,530442.6734154162,421880.622833916,275844.7698029848,77832.40760242438,68203.44542850682,47.7016355783627,18.783229675744632,41.26627371672693,40.450463333335826,16.495679544811757,51.55883777888695,65.38455545790217,22.006624281896347,16.166527149400945,4803193.0,3196897.6303755594,435730.89221331396,1170564.4774111263,1203811.8806404718,469619.10106815107,66123.99482698896,668068.7847453319,3599381.119359528,2727278.5293074087,369606.89738632506,502495.69266579434,66.55775919009625,11.994920193567733,24.37054845414553,39.01100401320982,12.342481934649381,55.49611160091682,75.77076277470444,11.934794041797058,13.960613672252864,6253883.999999999,3888900.964563665,595772.4391812853,1769210.596255049,2232622.257806556,885777.6654532718,148333.13419253592,1198511.458160748,4021261.7421934437,3003123.2991103935,447439.3049887494,570699.1380943011,62.18377194977817,13.284633808200669,28.289789133521648,39.67431849951661,14.344027181936534,53.68178400847029,74.68111979878996,12.967140618089582,14.192041570092048
Apr-Jun 1998,1449174.0,688748.6655408739,173138.22169398871,587287.1127651373,1026253.7660816931,413213.6249342672,88424.99516182326,524615.1459856026,422920.2339183068,275535.0406066067,84713.22653216543,62671.966779534705,47.526981959438544,20.088276577621127,40.525645144415876,40.26427367101852,17.627230364537155,51.1194368609841,65.15059306900656,23.515234980861923,14.818862223470896,4800258.0,3200333.5205716304,435996.76813845814,1163927.7112899127,1218368.56326281,480100.2182034027,70902.3042002322,667366.0408591751,3581889.436737191,2720233.3023682274,365094.4639382259,496561.67043073755,66.67003149771597,11.990021079551571,24.247190698706458,39.405171200222604,12.867872889389966,54.775382505927304,75.94408901817299,11.833247278466377,13.863121104124998,6249432.000000002,3889082.1861125045,609134.9898324468,1751214.82405505,2244622.329344503,893313.8431376698,159327.2993620555,1191981.1868447778,4004809.670655498,2995768.342974834,449807.69047039136,559233.6372102723,62.2309705284017,13.541698099636207,28.021983822770615,39.7979576100245,15.135955923563671,53.103863900029545,74.80426260767828,13.054644161215315,13.964050309505428
May-Jul 1998,1447801.0,699626.6240243034,175497.05609832046,572677.3198773761,1036635.6522610742,426681.5986159673,93860.17353659064,516093.8801085162,411165.34773892607,272945.0254083362,81636.88256172984,56583.43976885997,48.32339693261044,20.05397180815968,39.55497474289464,41.16022805942512,18.031247165517108,49.78546502648543,66.38327546553018,23.023420182120997,13.761723861220979,4797276.0,3222102.751718132,437564.5435484955,1137608.7047333734,1219328.095719705,498448.63406332885,69734.01926524375,651145.4423911325,3577947.904280295,2723654.1176548027,367830.5242832517,486463.26234224084,67.1652569441102,11.956402269529711,23.71363883865288,40.87895914258589,12.273169350863213,53.40198792079794,76.12335871063127,11.898183781778664,13.596152748906306,6245077.000000001,3921729.3757424355,613061.599646816,1710286.0246107494,2255963.747980779,925130.2326792962,163594.19280183438,1167239.3224996487,3989113.252019221,2996599.1430631387,449467.4068449816,543046.7021111008,62.79713405843411,13.519070734990008,27.386147914761487,41.008204742090484,15.026226010272397,51.74016309191125,75.11943015271154,13.042911398706602,13.61321847245675
Jun-Aug 1998,1446520.0,699638.3188662776,182772.1099984462,564109.5711352761,1047610.344093681,431670.335503106,105794.51677102146,510145.49181955354,398909.6559063189,267967.9833631716,76977.59322742475,53964.07931572257,48.36699934092011,20.712822969872864,38.997702840975315,41.20523799109266,19.68398795258564,48.69611060025334,67.17510579039528,22.315866168878777,13.527894979908842,4798660.0,3230283.059731652,445620.12402921927,1122756.8162391286,1228501.840037653,506058.9957210217,73071.7228319391,649371.1214846922,3570158.159962347,2724224.06401063,372548.40119728015,473385.69475443644,67.31635622718952,12.122738324497943,23.397298750883134,41.19318174611047,12.61748349569835,52.85878297624603,76.30541678969654,12.03021550284509,13.25951606467286,6245180.0,3929921.378597929,628392.2340276656,1686866.3873744048,2276112.184131334,937729.3312241278,178866.23960296056,1159516.6133042458,3969067.8158686655,2992192.0473738015,449525.9944247049,527349.7740701591,62.927271569401185,13.785629674253824,27.01069284431201,41.19873079024034,16.018892092727018,50.94285867753786,75.38777834459685,13.061093005451434,13.286489385789038
Jul-Sep 1998,1445357.0,706498.3394649855,169327.97346364375,569530.6870713708,1052715.6964473762,440379.5912179743,96638.99238767089,515697.1128417308,392641.3035526242,266118.74824701133,72688.98107597284,53833.574229639984,48.880542278827,19.33351064749778,39.40415323490119,41.83271824521411,17.995465210685683,48.98731106433253,67.77655479420153,21.45434557270054,13.710624364414304,4800182.0,3224417.3820429477,442485.88936283666,1133278.728594216,1264803.5676352107,511140.582535769,73309.29407531852,680353.6910241233,3535378.4323647893,2713276.7995071784,369176.5952875181,452925.03757009265,67.17281515665339,12.067018315244525,23.609078334825973,40.41264553763419,12.543298751365977,53.79125331660577,76.7464318577145,11.976712962179489,12.811217985146058,6245539.0,3930915.721507933,611813.8628264804,1702809.415665587,2317519.264082587,951520.1737537433,169948.2864629894,1196050.8038658542,3928019.7359174136,2979395.54775419,441865.576363491,506758.61179973267,62.93957529538976,13.467978920346004,27.26441089657093,41.05770288517589,15.154085245531162,51.60909867730151,75.84981105137786,12.915283585009755,12.901121834139055
Aug-Oct 1998,1444282.0,702306.5921770462,168380.29654995873,573595.1112729951,1039457.9027357078,431796.97517572786,90850.71117748298,516810.21638249693,404824.0972642922,270509.61700131826,77529.58537247575,56784.894890498195,48.62669424510215,19.338788573713398,39.7148971788747,41.54059284549173,17.382782618133525,49.719206042142225,66.82152046515012,22.2761070717571,14.027054040072565,4801658.0,3211580.546561801,438215.19173269416,1151862.2617055057,1285168.5627836026,513771.8189725543,72439.16470367288,698957.5791073756,3516489.4372163974,2697808.7275892464,365776.0270290213,452904.6825981299,66.88482492009636,12.006567576778059,23.98884430556082,39.97699864831377,12.357183116801187,54.38645165685293,76.71880651871922,11.939477975193089,12.879455226137198,6245940.0,3913887.138738847,606595.4882826529,1725457.3729785006,2324626.465519311,945568.7941482821,163289.87588115587,1215767.7954898726,3921313.53448069,2968318.3445905647,443305.6124014971,509689.5774886281,62.66290003968733,13.418821358955924,27.625263338720842,40.676160586386786,14.725941212762564,52.299490413754526,75.69704178178313,12.993976416801454,12.997929724487783
Sep-Nov 1998,1443154.0,700338.0692383575,170444.59453220782,572371.3362294346,1038810.495093287,431845.54959920817,83247.9247511235,523717.0207429553,404343.50490671286,268492.5196391493,87196.66978108432,48654.31548647926,48.52829768952984,19.573723917994386,39.661140545599054,41.57115774619005,16.161712173915816,50.415068312909625,66.40208544986862,24.51484958629559,12.032916294204949,4803124.0,3201399.8067973168,444663.3094633849,1157060.8837392987,1267404.699115557,503379.2693219377,68604.45391930224,695420.975874317,3535719.300884444,2698020.537475379,376058.8555440827,461639.90786498174,66.65244967228239,12.195710696292577,24.089756661275008,39.71732704425152,11.994126953568502,54.86968577279286,76.30754332790168,12.233218712503888,13.056463722940471,6246278.000000001,3901737.8760356745,615107.9039955928,1729432.2199687334,2306215.1942088436,935224.8189211459,151852.37867042574,1219137.9966172723,3940062.8057911564,2966513.0571145285,463255.525325167,510294.223351461,62.46500517645347,13.618085140629594,27.687403922283533,40.55236567990692,13.96886798903113,52.86314996443784,75.29100939087337,13.506903284875262,12.951423581406463
Oct-Dec 1998,1441994.0,697337.6306029086,174618.11266114615,570038.2567359451,1040799.9330676179,430463.6680443935,86582.57504813636,523753.6899750881,401194.0669323817,266873.962558515,88035.53761300979,46284.56676085692,48.35926020516788,20.02602930367608,39.53125025041332,41.358925415729004,16.74561534965871,50.322225562735625,66.51991755488613,24.805066522722818,11.536702702200689,4804504.0,3193110.747153046,440177.81136458705,1171215.441482367,1276061.880660541,510404.6707058012,62829.97801075013,702827.2319439894,3528442.119339459,2682706.0764472447,377347.8333538369,468388.2095383775,66.46077820214211,12.115134932860325,24.37744752595413,39.99842628647408,10.960603681480846,55.077833026418574,76.03089368373884,12.331411291324814,13.274646251702213,6246498.0,3890448.377755955,614795.9240257333,1741253.698218312,2316861.813728159,940868.3387501948,149412.5530588865,1226580.9219190776,3929636.186271841,2949580.03900576,465383.3709668467,514672.7762992344,62.28207193464169,13.646228325123236,27.87567847165423,40.60960102045121,13.704042158435817,52.94147948967812,75.05987575414996,13.627770347635435,13.097211851245682
Nov-Jan 1999,1440862.0,690058.0300213699,179566.79957730346,571237.1704013268,1035582.3917206599,423593.40074706974,88157.63666915134,523831.3543044388,405279.6082793404,266464.6292743002,91409.16290815215,47405.81609688804,47.89202782926956,20.64876639506401,39.64551569833383,40.90388211827868,17.2266649647161,50.58326198788229,65.74834357090047,25.542290300360886,11.697064231322845,4805837.0,3209236.5518008377,444817.66084429476,1151782.7873548684,1284272.286465572,516463.53565577907,69874.80102225694,697933.9497875359,3521564.7135344287,2692773.016145059,374942.85982203786,453848.83756733243,66.77789013237107,12.173263858674277,23.96633067985594,40.214488866463924,11.917146918644322,54.3447022210773,76.46524301529732,12.222215973760521,12.887704031763365,6246699.000000002,3899294.581822208,624384.4604215983,1723019.9577561952,2319854.6781862313,940056.9364028487,158032.43769140827,1221765.3040919746,3926844.3218137696,2959237.645419359,466352.02273018996,501254.6536642205,62.421681944691244,13.80258092121176,27.582887501962162,40.522233795171516,14.391582454001888,52.665596495346264,75.35917909912249,13.613773624618219,12.76482112824621
Dec-Feb 1999,1439730.0,683724.0238073675,180032.96080212225,575973.0153905102,1032681.180221695,414179.28801677166,92840.8733251837,525661.0188797396,407048.8197783051,269544.7357905959,87192.08747693856,50311.99651077064,47.489739312743886,20.84301070902672,40.00562712387116,40.10717886113273,18.31108117662563,50.9025465891507,66.2192647892704,24.44157199088723,12.360187296003598,4807433.0,3222180.7858593306,438357.60690796096,1146894.6072327085,1268233.1184480092,509353.2716702544,73406.15656571566,685473.690212039,3539199.881551991,2712827.514189076,364951.4503422453,461420.91702066944,67.02497540494751,11.97522221796919,23.8566945651184,40.16243262071343,12.59630526921173,54.04950243302922,76.65087039388864,11.85762377831507,13.037435930810714,6247163.0,3905904.8096666983,618390.5677100832,1722867.6226232187,2300914.2986697042,923532.5596870261,166247.02989089937,1211134.7090917786,3946248.7013302958,2982372.249979672,452143.53781918384,511732.9135314401,62.52285733006644,13.668218277751581,27.578400349458125,40.13763399275563,15.255105847163763,52.63710646641675,75.57486807596041,13.164695280348612,12.967578889767717
Jan-Mar 1999,1438595.0,679559.9214887084,174342.06544568163,584693.0130656103,1032890.7004254521,414139.8432307475,87727.75989570416,531023.0972990005,405704.29957454815,265420.07825796085,86614.30554997746,53669.91576660983,47.23775082554217,20.4171050206348,40.643336940946575,40.09522431174582,17.48025960416498,51.411354277879525,65.42205210452546,24.60393346044068,13.228825975690212,4808747.0,3229602.542793365,430495.9181284406,1148648.5390781946,1269270.8806091622,504235.86218250764,79045.1271994226,685989.8912272318,3539476.1193908383,2725366.6806108574,351450.79092901805,462658.647850963,67.16099937870229,11.761867138951752,23.88664945521556,39.72641851993873,13.551809271751209,54.04598038978127,76.9991543573377,11.422542746844362,13.071387749060134,6247342.0,3909162.464282073,604837.9835741223,1733341.5521438052,2302161.581034614,918375.7054132551,166772.88709512673,1217012.988526232,3945180.418965386,2990786.758868818,438065.0964789955,516328.5636175728,62.57321056350161,13.399156481284225,27.745264340319537,39.89188738874393,15.368668240136756,52.86392573623328,75.80861814307455,12.775853695626038,13.087577975786942
Feb-Apr 1999,1437473.0,673097.1132877606,176284.17917535076,588091.7075368887,1031611.641197516,410594.4013841748,89618.79142524757,531398.4483880936,405861.35880248394,262502.7119035857,86665.38775010318,56693.25914879504,46.825026507472536,20.75442215876291,40.91149590544578,39.80125708038234,17.91611910951571,51.51148234147836,64.67792663931206,24.82053424584303,13.968626950856223,4810207.0,3227383.136802027,417502.95920936915,1165320.9039886044,1272130.373831619,502298.61449738557,72800.40594733045,697031.353386903,3538076.626168381,2725084.522304641,344702.55326203874,468289.5506017014,67.0944750777259,11.454485770247889,24.226003246608812,39.48483778313358,12.65876020637888,54.79244641313493,77.02163661887155,11.22887499284969,13.235709682999245,6247680.0,3900480.2500897874,593787.13838472,1753412.6115254932,2303742.015029135,912893.0158815604,162419.19737257803,1228429.8017749966,3943937.9849708653,2987587.234208227,431367.9410121419,524982.8097504964,62.430858336050946,13.21210081775463,28.06501951965359,39.62652979049024,15.104375768323205,53.323236445790165,75.75137452954391,12.616952223842423,13.311132470922324
Mar-May 1999,1436384.0,674745.1532940124,169339.12021540242,592299.7264905851,1037831.6775157241,419459.10014396894,87513.7053822884,530858.8719894667,398552.32248427597,255286.05315004356,81825.41483311402,61440.85450111836,46.97526241548308,20.061873622090843,41.23547230340808,40.41687194864157,17.262011774269784,51.150767845147385,64.05333471870946,24.272510016539133,15.416007142586002,4811689.0,3210009.461167312,423272.35543177754,1178407.183400911,1277799.6228576219,501017.2759865578,72618.17456879286,704164.1723022714,3533889.3771423786,2708992.1851807544,350654.1808629847,474243.01109863975,66.71273769288315,11.64986303836951,24.490510159757022,39.209377356529664,12.659289884976499,55.10755831399494,76.65752648350687,11.46061142080274,13.419860116904072,6248073.000000001,3884754.614461324,592611.47564718,1770706.9098914962,2315631.3003733456,920476.3761305267,160131.87995108127,1235023.044291738,3932441.6996266544,2964278.2383307978,432479.5956960987,535683.8655997581,62.175243702519545,13.235716350208445,28.3400483619749,39.75055856181074,14.818680039678323,53.334183386302335,75.38009371155397,12.732129189892499,13.622169291171332
Apr-Jun 1999,1435168.0,664089.7692331137,171830.3069686829,599247.9237982035,1041923.2198346361,409779.5377002883,89169.166285069,542974.5158492788,393244.7801653641,254310.23153282545,82661.14068361392,56273.40794892475,46.27261541736673,20.555829661303882,41.75454886105344,39.32914920211919,17.871409540265258,52.11271862579802,64.66970303480824,24.530612241600164,14.310020319980119,4813125.0,3212393.676195557,419156.0171639011,1181575.3066405416,1271777.6710793357,501607.09554439405,71269.36643076244,698901.2091041794,3541347.328920664,2710786.580651163,347886.65073313867,482674.0975363621,66.74236958723402,11.542070260813366,24.549025978767258,39.44141393194054,12.440616984862809,54.95466896435083,76.5467583061772,11.373776288475614,13.629674039441705,6248293.0,3876483.4454286713,590986.324132584,1780823.230438745,2313700.8909139717,911386.6332446823,160438.53271583145,1241875.7249534582,3934592.1090860283,2965096.8121839887,430547.7914167526,538947.5054852869,62.0406796772922,13.228658605800126,28.500955868086614,39.39085803284888,14.968722307621393,53.674860472689936,75.35970006488817,12.679412649963421,13.697671589405994
May-Jul 1999,1433986.0,666145.4366065885,169959.37467246994,597881.1887209415,1043636.0940476699,413225.19091412745,86712.20407308554,543698.699060457,390349.90595233015,252920.2456924611,83247.17059938441,54182.48966048466,46.45411019400388,20.32752023187967,41.69365591581379,39.594758486309374,17.344612533996063,52.09657869840045,64.79321291891071,24.76360484833929,13.880492561743168,4814591.0,3222270.2088615634,413091.0965699152,1179229.6945685209,1247932.318814362,489199.10988891224,65635.32062204901,693097.8883034006,3566658.6811856376,2733071.098972651,347455.77594786615,486131.8062651203,66.92718465310061,11.363137302273882,24.49283219630745,39.20077255100593,11.829712976104195,55.53970178141555,76.62833321814007,11.27910224632697,13.629894243301099,6248577.0,3888415.645468152,583050.4712423851,1777110.8832894624,2291568.4128620317,902424.3008030397,152347.52469513455,1236796.5873638575,3957008.5871379683,2985991.3446651124,430702.9465472506,540314.2959256049,62.228818584905845,13.039357920290131,28.44024940861675,39.380203346229834,14.443647527575928,53.97161963055568,75.46082549254271,12.605837977808134,13.654615198002496
Jun-Aug 1999,1434097.0,654504.3054124732,175324.43417381516,604268.2604137117,1050081.129510196,410181.7988673616,88454.34366322582,551444.9869796084,384015.87048980413,244322.5065451116,86870.09051058933,52823.273434103176,45.63877516043009,21.127785265815604,42.13580116363897,39.06191505971434,17.73925636724174,52.51451259169152,63.62302324471209,26.229478340658456,13.755492283880924,4815818.0,3243318.3073494905,403309.95332600304,1169189.7393245066,1262154.6426814508,507434.24611486564,64481.804380522146,690238.5921860631,3553663.357318549,2735884.0612346246,338828.14894548093,478951.1471384435,67.34719433644483,11.059804413715995,24.278113070811784,40.2038093396242,11.274697453353278,54.68732347405935,76.9877106001119,11.019832939930128,13.477673571754437,6249915.0,3897822.6127619636,578634.3874998182,1773457.9997382183,2312235.7721916465,917616.0449822273,152936.14804374796,1241683.5791656715,3937679.227808353,2980206.567779736,425698.23945607024,531774.4205725467,62.36600998192717,12.92616878629639,28.375713905520605,39.685228297997796,14.285725538655472,53.70056090727915,75.68434083541307,12.498829637037389,13.504767397432813
Jul-Sep 1999,1434250.0,670647.7698275923,169585.36280168395,594016.8673707237,1042001.0781328531,419070.1996026342,85161.85905471927,537769.0194754996,392248.9218671468,251577.5702249581,84423.50374696468,56247.847895224055,46.759474974906205,20.183132063718272,41.416549929979,40.21782783119189,16.889417797330154,51.60925749128017,64.13722414517342,25.125962470590007,14.339834926117398,4817207.0,3259581.590331298,395238.55391542637,1162386.8557532756,1255875.9882579884,517817.3381130642,65906.62775686187,672152.0223880622,3561331.0117420116,2741764.2522182334,329331.9261585645,490234.83336521336,67.66538349569154,10.814172471321072,24.129892191746702,41.23156609048023,11.290718149398058,53.52057278524743,76.98706588009941,10.723595323303423,13.765494747578009,6251457.0,3930229.3601588905,564823.9167171103,1756403.7231239993,2297877.0663908413,936887.5377156984,151068.48681158113,1209921.0418635618,3953579.9336091587,2993341.822443192,413755.4299055292,546482.6812604375,62.86901373805963,12.565455444604986,28.095909851479412,40.77187380555654,13.885532448539994,52.65386297465962,75.71218674490335,12.143927785457318,13.822477107768055
Aug-Oct 1999,1434286.0,667560.3835757298,165897.60178700014,600828.0146372701,1038183.0094997742,414400.79040834995,82846.17793364372,540936.0411577806,396102.9905002258,253159.59316737982,83051.42385335642,59891.97347948959,46.543045360251014,19.90473481573276,41.89039108220188,39.9159672828801,16.660971953209426,52.10411230081859,63.91256800350654,24.702172043408723,15.12030328371264,4818614.0,3259503.403272415,396776.5916902489,1162334.0050373364,1248461.337207247,513783.40685008303,65298.111978500645,669379.8183786634,3570152.662792753,2745719.996422332,331478.4797117483,492954.186658673,67.64400309450839,10.85192031892789,24.12174963666599,41.15332942543449,11.276151950176429,53.61638349778908,76.90763549238511,10.772086437797425,13.807650070433105,6252900.0,3927063.7868481446,562674.1934772491,1763162.0196746064,2286644.346707021,928184.197258433,148144.28991214436,1210315.8595364438,3966255.653292979,2998879.5895897117,414529.9035651047,552846.1601381626,62.80387958944081,12.532450578251103,28.197508670770468,40.59154186330304,13.763854778347637,52.92978163742036,75.60984091128607,12.144159802578471,13.938742442867058
Sep-Nov 1999,1434421.0,674221.1119244338,163259.5092636495,596940.3788119168,1031052.3925182631,413380.7769883949,81931.21593819314,535740.399591675,403368.607481737,260840.3349360389,81328.29332545635,61199.979220241716,47.003014590865156,19.494123820088287,41.61542384083312,40.093091290806804,16.541334978403494,51.96054084925519,64.66550199939613,23.7684833173259,15.172221656593004,4819963.0,3267547.722328203,394504.0802332405,1157911.1974385562,1240089.4641971309,509975.2784955774,70295.42047371066,659818.7652278428,3579873.535802869,2757572.4438326256,324208.6597595298,498092.4322107135,67.79196691609879,10.772760777368095,24.023238299517157,41.12407154638233,12.114246092138316,53.207351911100076,77.02988433121217,10.52017157810556,13.913687934202537,6254383.999999999,3941768.8342526364,557763.58949689,1754851.576250473,2271141.856715394,923356.0554839723,152226.6364119038,1195559.1648195179,3983242.143284606,3018412.778768664,405536.9530849862,559292.4114309552,63.02409372773779,12.396034453555451,28.05794425558893,40.65602739669298,14.152945892387084,52.64132494782064,75.77778779674344,11.84412695409046,14.041135118382716
Oct-Dec 1999,1434497.0,668216.7730450775,168592.05092069774,597688.1760342247,1024302.0954046523,404181.7282775064,85681.32354955515,534439.0435775907,410194.9045953477,264035.04476757103,82910.7273711426,63249.13245663408,46.58195681448462,20.147021170464257,41.665348622843034,39.459230835394685,17.49087285313439,52.175920168010556,64.36819224462047,23.897315958066706,15.419287696669116,4821349.0,3275272.2180440538,392523.3606277659,1153553.4213281805,1222099.620203027,506430.6261106286,64874.86192089766,650794.1321715009,3599249.379796973,2768841.591933425,327648.4987068682,502759.28915667953,67.93269307084083,10.701887610920407,23.92594730910748,41.439389861400606,11.355546774883715,53.252134393379855,76.92830642620297,10.58128684788127,13.968448309770611,6255846.0,3943488.9910891308,561115.4115484636,1751241.5973624052,2246401.7156076794,910612.354388135,150556.1854704528,1185233.1757490914,4009444.2843923206,3032876.636700996,410559.2260780108,566008.4216133136,63.03686169846782,12.456485884085891,27.99368138797543,40.53648766653488,14.187773177907822,52.76140805601509,75.64331666877533,11.922952610090757,14.116879583952091
Nov-Jan 2000,1434510.0,668300.7409329037,167670.39378839073,598538.8652787055,1036425.295076346,409136.3459097607,90970.49576182064,536318.4534047646,398084.7049236542,259164.39502314312,76699.8980265701,62220.41187394093,46.58738809300066,20.05695972317161,41.72427276761441,39.47571984719097,18.190212207006898,51.746947508190445,65.10282656371999,22.83657406094588,15.629942849945394,4822681.0,3269240.043222132,402552.355759927,1150888.6010179413,1218522.416432227,508732.1510113218,68843.10296117699,640947.1624597281,3604158.5835677735,2760507.8922108104,333709.25279875007,509941.4385582131,67.78885112289476,10.963374614303568,23.86408309025501,41.749921392571856,11.919330422777248,52.60035874730886,76.59229826336251,10.78493322089452,14.14869592262557,6257191.0,3937540.784155036,570222.7495483177,1749427.4662966467,2254947.711508573,917868.4969210825,159813.59872299762,1177265.6158644927,4002243.288491428,3019672.2872339534,410409.15082532016,572161.850432154,62.928249819368396,12.64979285814159,27.958671331858763,40.704646597194184,14.829382372496827,52.20811151655907,75.4494934357717,11.964997281741741,14.296028731622156
